ssc_name_2016,study_region,dwelling,person,closest_pos,closest_pos_grt_1.5ha,local_employment
Castlecrag,Sydney,1039,2962,141.4628341,262.8502108,31.5297505
Casula,Sydney,5035,15665,318.8500082,442.7166958,32.21481977
Catherine Field,Sydney,364,1231,2245.423711,2200.908684,29.61947771
Cawdor (NSW),Sydney,55,143,1683.229508,1779.4375,53.08641975
Cecil Hills,Sydney,1946,7001,253.660805,263.9702079,15.35826717
Centennial Park (NSW),Sydney,1280,2387,236.1642104,236.1642104,22.90436783
Chain Valley Bay,Sydney,1187,2460,265.9633491,356.3416765,50.74451176
Charmhaven,Sydney,963,2465,445.4098261,445.4098261,58.59831795
Chatswood,Sydney,10485,24816,152.0040806,367.1476627,34.01195552
Chatswood West,Sydney,553,1496,168.9594446,182.3740691,35.09112547
Cheltenham (NSW),Sydney,725,2257,238.3749819,292.0788901,16.20606422
Cherrybrook,Sydney,6138,18736,212.6757416,362.4097259,23.49306882
Chester Hill,Sydney,4338,12769,372.1778256,619.0026485,20.5787621
Chifley (NSW),Sydney,1235,3243,307.3545478,522.8565374,31.9242958
Chippendale,Sydney,4138,8370,109.1383533,493.8510596,66.31528968
Chipping Norton,Sydney,3081,9010,568.8482139,604.7004254,29.5445435
Chiswick,Sydney,1422,2806,86.5270643,124.3129146,15.70477221
Chittaway Bay,Sydney,768,2029,301.1442339,301.1442339,52.39517346
Chittaway Point,Sydney,376,931,94.26247834,119.4600871,55.23411217
Church Point,Sydney,433,1001,236.3306733,597.580475,36.73811933
Claremont Meadows,Sydney,1554,4772,462.3981271,693.0039427,28.73594414
Clarendon (NSW),Sydney,45,118,573.1640212,573.1640212,44.92753623
Clareville,Sydney,375,743,407.4565448,686.2222569,50.2260373
Claymore,Sydney,851,2637,163.5552819,205.0201073,48.34222016
Clemton Park,Sydney,572,1657,324.3288061,844.1932298,16.24713203
Clontarf (NSW),Sydney,594,1743,215.9534569,271.7565355,29.19362597
Clovelly,Sydney,2083,4742,214.8151751,345.4228483,24.16350933
Cobbitty,Sydney,408,1210,1675.014203,2626.205482,21.31219833
Colebee,Sydney,633,1931,203.6780944,439.9907219,9.286707051
Collaroy (NSW),Sydney,3291,7881,209.4648714,257.186392,43.91514326
Collaroy Plateau,Sydney,1491,4769,282.643801,361.784506,47.72095335
Colyton,Sydney,2991,8443,294.0754988,930.5562469,18.28610862
Como (NSW),Sydney,1347,3955,310.0148704,495.8540591,24.06058446
Concord,Sydney,5279,14412,240.195585,327.7656234,22.91945536
Concord West,Sydney,2091,5859,273.1701618,530.8555575,23.21244112
Condell Park,Sydney,3633,11548,322.2545576,495.3924374,37.58762567
Connells Point,Sydney,994,2823,277.5217971,471.5866419,23.55523288
Constitution Hill,Sydney,1467,3969,334.2363018,1083.050182,30.2196933
Coogee (NSW),Sydney,7346,15196,194.0895194,285.8942991,22.93695544
Copacabana,Sydney,1439,2711,580.0252669,696.9891287,65.12695825
Cranebrook,Sydney,5219,15216,152.5732998,239.7542394,40.80427414
Cremorne (NSW),Sydney,5627,11221,212.5573337,581.6032348,28.28258136
Cremorne Point,Sydney,1295,2410,133.2910033,172.1164607,30.80814973
Cromer (NSW),Sydney,2780,7582,147.0703107,222.9527661,49.51271546
Cronulla,Sydney,9393,18044,233.2687267,465.1564662,37.12903714
Crows Nest (NSW),Sydney,2494,4810,191.5891395,455.9335543,28.06038574
Croydon (NSW),Sydney,3724,10002,311.0838715,702.8345973,22.34674039
Croydon Park (NSW),Sydney,4267,10988,256.004072,456.8215255,22.888976
Curl Curl,Sydney,860,2420,157.7418216,192.6192617,39.81140531
Currans Hill,Sydney,1793,5284,256.9822529,323.400555,26.90477556
Daceyville,Sydney,614,1212,195.2279355,326.9074077,23.95611037
Daleys Point,Sydney,387,684,239.6164605,239.6164605,56.92716077
Darling Point,Sydney,2426,3981,238.8684175,307.889483,25.96907313
Darlinghurst,Sydney,6812,11253,135.836241,549.9961295,70.8596704
Darlington (Sydney - NSW),Sydney,1404,2944,224.1737051,541.5178266,67.51581103
Davidson,Sydney,950,2852,80.31283334,198.6394065,40.15423276
Davistown,Sydney,1105,2402,226.4994624,240.1982819,69.93436202
Dawes Point,Sydney,210,351,22.09624661,51.6430755,71.64575143
Dean Park,Sydney,1026,3232,364.8592538,1008.054354,18.93880186
Dee Why,Sydney,10001,21529,262.2627464,380.6485321,44.69089646
Denham Court,Sydney,651,1982,1271.458217,1274.952993,27.92613926
Denistone,Sydney,1266,3745,257.592984,321.8707301,31.83975545
Denistone East,Sydney,736,2253,370.2595549,563.3068256,33.93080331
Denistone West,Sydney,331,930,116.9178576,585.95487,29.02307494
Dharruk,Sydney,918,2752,244.3654909,458.9955782,31.22247525
Dolans Bay,Sydney,217,601,515.7065332,691.2118246,47.25537634
Dolls Point,Sydney,861,1648,181.7194468,181.7194468,19.56144111
Doonside,Sydney,4594,13431,269.8236025,347.6269572,23.81775946
Double Bay,Sydney,2531,4637,257.2346373,387.4125237,28.0825117
Douglas Park,Sydney,366,1054,1978.76031,,20.71836992
Dover Heights,Sydney,1438,3823,202.4319215,298.8399458,42.1509263
Doyalson,Sydney,120,306,275.0032826,365.2120976,53.95683453
Doyalson North,Sydney,235,376,401.58042,401.58042,83.05084746
Drummoyne,Sydney,5521,11919,197.1344991,288.9125174,17.20906955
Duffys Forest,Sydney,145,456,208.6056195,568.1002939,41.45533406
Dulwich Hill,Sydney,6250,13681,212.3853118,525.6602174,12.61584189
Dundas (NSW),Sydney,1627,4473,156.1107385,243.8279659,15.83262207
Dundas Valley,Sydney,2045,5371,144.7842719,180.6443334,16.82776702
Dural (Hornsby - NSW),Sydney,1709,4658,270.2279836,348.6754608,23.36479905
Eagle Vale,Sydney,1888,5740,152.9883994,177.2532051,39.33282959
Earlwood,Sydney,6524,17722,305.2759108,347.3013782,15.20204397
East Gosford,Sydney,2131,4211,209.0851082,259.1366174,63.60354462
East Hills,Sydney,1292,3201,220.5620366,286.3804482,26.26268618
East Killara,Sydney,1017,2972,151.696201,207.2605362,23.5792892
East Lindfield,Sydney,1231,3716,186.3372401,262.2661987,23.75354573
East Ryde,Sydney,845,2458,256.152879,310.1107519,36.36562017
Eastern Creek,Sydney,263,813,270.3373627,270.3373627,32.40711021
Eastgardens,Sydney,325,864,240.175786,240.175786,21.35595288
Eastlakes,Sydney,2837,6685,176.4439966,371.5178368,27.34148298
Eastwood (NSW),Sydney,6546,17831,232.7119588,401.7287324,32.58473125
Edensor Park,Sydney,2863,9744,287.3886295,313.4487655,35.15620244
Edgecliff,Sydney,1452,2493,147.67813,511.2015682,25.21395738
Edmondson Park,Sydney,659,2258,566.0478246,698.8599088,23.23145727
Elanora Heights,Sydney,1435,4362,194.6199669,349.948634,33.64087473
Elderslie (Camden - NSW),Sydney,2118,6000,189.3574582,447.3571719,35.19933755
Elizabeth Bay,Sydney,3873,5197,81.71273489,381.8405141,72.56725846
Elizabeth Hills,Sydney,739,2536,138.3316225,162.4950943,11.26005362
Ellis Lane,Sydney,282,859,2283.778459,937.6843972,43.21434937
Emerton,Sydney,796,2248,195.995414,318.1426279,28.30974575
Empire Bay,Sydney,903,2405,369.6097277,378.3694732,63.44714983
Emu Heights (NSW),Sydney,1140,3294,215.1888334,299.5649002,45.22434668
Emu Plains,Sydney,3178,8227,318.9124476,471.1356994,44.57102359
Enfield (NSW),Sydney,1124,2814,204.3565713,301.157654,24.9843281
Engadine,Sydney,6138,17271,220.2133892,352.1840806,30.97174469
Englorie Park,Sydney,160,414,89.713692,904.6429321,41.2371134
Enmore (Inner West - NSW),Sydney,1866,3878,184.3134746,620.8160218,13.70126165
Epping (NSW),Sydney,8580,23578,316.2369283,407.7974912,12.8871473
Erina,Sydney,2216,4419,247.2602876,299.1944882,73.52347556
Erina Heights,Sydney,148,426,968.5897981,1007.106863,71.27659574
Ermington,Sydney,3966,10582,175.8972067,272.5720942,15.47972967
Erskine Park,Sydney,2024,6443,169.0515672,490.6173118,17.8890207
Erskineville,Sydney,4038,8036,126.9779664,457.5040786,62.72794119
Eschol Park,Sydney,937,2599,241.827992,356.0399546,35.42981837
Ettalong Beach,Sydney,2812,4788,338.8044098,346.5129577,57.5182682
Eveleigh,Sydney,311,666,163.5034566,698.380912,67.66603044
Fairfield (NSW),Sydney,6339,17982,453.3943238,795.9448771,27.30923796
Fairfield East,Sydney,1669,5245,305.3950292,500.3199698,22.42936388
Fairfield Heights,Sydney,2351,7503,318.6804877,844.3534025,30.42041937
Fairfield West,Sydney,3467,11574,192.3813717,476.8458907,31.88781711
Fairlight,Sydney,2694,5862,275.0433804,392.733594,23.09339762
Faulconbridge,Sydney,1563,4013,850.9352241,932.9992999,40.01882489
Five Dock,Sydney,3890,9358,229.1975103,356.148099,19.22265141
Forest Lodge,Sydney,2367,4570,193.6391462,388.2566195,64.75809943
Forestville (NSW),Sydney,3020,8345,216.0972557,434.5289352,34.63044513
Forresters Beach,Sydney,1212,2899,332.7326577,361.5861118,50.99708023
Freemans Reach,Sydney,400,1163,1050.597539,1179.685855,21.41312834
Frenchs Forest,Sydney,4423,13442,182.0593446,361.1504157,41.47653482
Freshwater (NSW),Sydney,3766,8864,263.2683512,455.7334015,35.03660189
Galston,Sydney,416,1150,405.8032655,405.8032655,34.19261528
Georges Hall,Sydney,2906,8763,219.0011457,370.3347864,34.14841209
Girraween (NSW),Sydney,1882,5585,177.8332478,365.6745705,26.52538136
Gladesville,Sydney,5117,11847,286.7726847,352.8562141,28.05540163
Glebe (NSW),Sydney,5969,11402,141.4939534,377.9622579,66.92980848
Gledswood Hills,Sydney,7,23,1122.167539,1450.774869,10.68476978
Glen Alpine,Sydney,1362,4496,475.281134,727.4615779,44.5818738
Glenbrook,Sydney,1849,5008,203.7737302,215.9188218,26.50382936
Glendenning,Sydney,1529,5119,156.9596155,505.3111077,21.83130188
Glenfield (NSW),Sydney,3182,9229,219.0432116,375.605173,20.81516962
Glenhaven,Sydney,2301,6390,300.6305694,332.6424833,39.37729091
Glenmore Park,Sydney,7490,23003,233.3616007,334.8227836,37.96757254
Glenning Valley,Sydney,513,1423,142.2553285,157.0575305,51.54427167
Glenwood (NSW),Sydney,4626,16098,194.0790967,254.4931021,12.58708589
Glossodia,Sydney,866,2543,1377.998911,1377.998911,17.36090205
Gordon (NSW),Sydney,2828,7656,305.069633,465.3404349,23.1602485
Gorokan,Sydney,3724,8092,316.4613828,452.3246153,60.83052048
Gosford,Sydney,1997,3464,167.5409327,203.8933979,57.57005797
Granville (NSW),Sydney,5424,15331,382.3328484,748.6175686,18.4541332
Grasmere,Sydney,674,1963,2521.093244,2699.455455,40.40153419
Grays Point,Sydney,1031,3110,308.355353,424.3259822,35.72365413
Green Point (Central Coast - NSW),Sydney,2652,6381,217.6088682,288.4634611,66.90690668
Green Point (Gosford - NSW),Sydney,29,169,458.6666667,585.3333333,64.28571429
Green Valley (NSW),Sydney,3553,12486,397.1228544,556.63025,12.29793444
Greenacre,Sydney,7631,24189,351.9305416,519.3724929,31.25356098
Greenfield Park,Sydney,1434,5076,182.7981922,248.2456408,33.18664848
Greenhills Beach,Sydney,218,790,152.9656726,191.628438,33.11111111
Greenwich,Sydney,2440,5608,207.44403,293.1351953,30.92491904
Gregory Hills,Sydney,1592,4824,368.820175,637.0640039,11.61187467
Greystanes,Sydney,7871,22808,184.1542636,370.5936095,23.16550666
Guildford (NSW),Sydney,7433,22291,427.9729156,726.2929886,24.50834916
Guildford West,Sydney,1641,4912,243.651436,645.7561599,28.19280511
Gwandalan,Sydney,1489,3257,385.8293734,543.6696436,46.87582623
Gymea,Sydney,3267,7552,281.391111,724.2253239,29.65360823
Gymea Bay,Sydney,2278,6905,345.5093567,366.7066981,37.80255498
Haberfield,Sydney,2413,6443,265.3678771,276.179983,20.88085182
Halekulani,Sydney,1205,2536,287.2161737,447.6134323,62.88193435
Hamlyn Terrace,Sydney,2052,6007,284.5149037,413.1663271,57.72763801
Hammondville,Sydney,1221,3485,677.8241868,715.6875847,30.8903706
Hardys Bay,Sydney,182,229,68.49681782,69.2248398,71.62162162
Harrington Park,Sydney,3200,10706,259.0615263,526.3939628,26.00227188
Harris Park,Sydney,2157,5784,400.5859265,466.5264602,20.82356949
Hassall Grove,Sydney,1286,4492,197.1510527,319.7549511,25.32267576
Hawkesbury Heights,Sydney,165,459,481.1120944,481.1120944,27.5
Haymarket,Sydney,2062,5592,154.8829858,360.683534,63.94013817
Hazelbrook,Sydney,2018,4926,718.7722618,970.1635859,48.07714172
Heathcote (NSW),Sydney,2178,6000,225.5517478,384.6561823,35.91266405
Hebersham,Sydney,1778,5683,230.1634235,448.7695017,28.40692873
Heckenberg,Sydney,990,3109,267.7285539,369.1526884,12.70316798
Henley,Sydney,177,473,222.719007,222.719007,27.11864407
Hillsdale,Sydney,2240,5516,249.3327941,249.3327941,27.9036901
Hinchinbrook (NSW),Sydney,3198,11218,631.1456045,731.8516649,12.897896
Hobartville (NSW),Sydney,1114,2734,193.1624431,238.3929654,42.15443231
Holroyd,Sydney,447,1282,215.9275216,216.7619057,17.33718356
Holsworthy,Sydney,1548,4905,193.7789209,592.1661145,25.88999488
Homebush (NSW),Sydney,2683,6961,364.9121265,818.5477238,16.22958233
Homebush West,Sydney,3212,8590,278.413443,638.5921006,17.13247528
Horningsea Park,Sydney,1029,3737,426.8983442,833.1706768,14.37814539
Hornsby,Sydney,9094,22109,210.5263289,481.383676,28.0846139
Hornsby Heights,Sydney,2126,6298,124.8574637,132.6400572,35.33262218
Horsfield Bay,Sydney,226,540,11.18028476,11.18028476,53.33333333
Horsley Park,Sydney,575,1837,1552.32959,1552.32959,50.13113932
Hoxton Park,Sydney,1243,4366,376.0450003,379.1946569,14.99042607
Hunters Hill,Sydney,3312,9321,259.2856177,362.9853539,29.40846973
Huntleys Cove,Sydney,358,751,252.5324729,297.9970304,22.64150943
Huntleys Point,Sydney,57,144,192.9833333,192.9833333,22.05882353
Hurlstone Park,Sydney,1925,4701,236.5244821,504.1652498,16.6002583
Hurstville,Sydney,10588,29727,247.1796756,620.7289476,18.84179842
Hurstville Grove,Sydney,899,2658,163.2885286,339.0277926,23.18258103
Illawong,Sydney,2412,7248,212.3073472,239.6352747,23.49162734
Ingleburn,Sydney,5486,14952,235.5549416,378.5600908,32.02183545
Ingleside,Sydney,327,968,441.4033913,644.1599492,46.23155999
Jamisontown,Sydney,2369,5385,210.0696505,228.8038163,43.74976182
Jannali,Sydney,2357,6052,238.4381024,350.4367098,22.82069704
Jordan Springs,Sydney,1823,5158,255.7131762,455.9960963,26.65716322
Kangaroo Point (NSW),Sydney,203,551,1421.356731,1478.240711,29.88929889
Kanwal,Sydney,1502,3663,203.652678,543.8018374,61.91780829
Kareela,Sydney,1199,3439,239.1001203,508.0845163,23.97427879
Kariong,Sydney,2170,6165,169.5790173,262.7276987,49.95379193
Katoomba,Sydney,4550,7897,327.1328484,393.6625312,74.17961254
Kearns,Sydney,886,2739,185.6375848,189.3702008,35.2959581
Kellyville,Sydney,8660,27976,472.1405473,638.5973792,27.71360844
Kellyville Ridge,Sydney,3076,10462,287.4774793,454.3005665,13.70006512
Kensington (NSW),Sydney,4940,11845,269.7828618,755.6927588,23.66431184
Killara (NSW),Sydney,3863,10563,273.1817874,386.9137023,21.83187406
Killarney Heights,Sydney,1471,4463,183.6339652,466.6154529,33.62986132
Killarney Vale,Sydney,2888,7061,310.3710048,466.3766739,54.59756016
Killcare,Sydney,404,471,108.7248874,109.3388047,68.61702128
Killcare Heights,Sydney,420,733,254.4550497,260.1332355,69.44243984
Kincumber,Sydney,3168,7071,253.3459908,313.5308702,72.28466266
Kincumber South,Sydney,446,688,266.611138,363.346406,73.37662338
Kingfisher Shores,Sydney,75,161,67.1169697,67.1169697,49.52380952
Kings Langley,Sydney,3210,9367,216.5144295,313.5609942,22.64775245
Kings Park (NSW),Sydney,1242,3433,414.5594927,466.8333309,24.81209451
Kingsford (NSW),Sydney,6132,15503,275.019985,599.1434707,30.52450149
Kingsgrove,Sydney,4584,12454,307.5217515,965.9614067,17.17603319
Kingswood (Penrith - NSW),Sydney,4021,9265,170.7998309,386.9204959,36.19920861
Kirkham,Sydney,207,699,1205.583033,2149.912674,40.73507093
Kirrawee,Sydney,3680,9249,218.4059912,533.1789064,22.61386881
Kirribilli,Sydney,2512,3844,153.9949962,224.1707319,23.21779931
Kogarah,Sydney,5849,14979,252.1915095,394.7647359,21.74721224
Kogarah Bay,Sydney,697,2046,245.6750205,407.8989934,24.50947708
Koolewong,Sydney,405,879,64.5007909,76.21578385,48.74672652
Kurnell,Sydney,777,2272,238.0075218,238.0075218,49.38833371
Kurraba Point,Sydney,846,1517,188.7938054,296.1605593,26.32244584
Kurrajong,Sydney,442,1087,527.8998827,1166.029095,23.79489288
Kyeemagh,Sydney,340,913,316.9481577,323.0328708,22.41906318
Kyle Bay,Sydney,353,1040,224.5436249,260.2523882,18.15670967
La Perouse,Sydney,149,399,73.21046666,73.32135081,37.62650474
Lake Haven,Sydney,1656,3590,200.7695286,266.9753885,65.24464728
Lake Munmorah,Sydney,2369,5244,157.6038549,166.5258316,55.17620726
Lakemba,Sydney,5480,17027,355.6369274,660.4555313,22.86728771
Lalor Park,Sydney,3115,7665,202.3534648,348.140886,24.06051721
Lane Cove,Sydney,4837,10704,270.8026856,340.7685097,28.82413959
Lane Cove North,Sydney,5184,11419,180.0280679,455.8080017,28.42930023
Lane Cove West,Sydney,1192,2637,189.6435143,233.472001,27.70130743
Lansvale,Sydney,811,2570,354.8565222,544.699806,28.72754787
Lapstone,Sydney,345,959,90.73426964,110.5857049,20.92424022
Lavender Bay,Sydney,579,947,61.25314255,239.7083126,26.78358748
Lawson (NSW),Sydney,1153,2589,501.2052801,713.9694197,51.87734001
Leichhardt (NSW),Sydney,6302,14554,216.0445897,511.4937076,17.6550694
Leonay,Sydney,897,2516,471.1473409,653.9432396,45.92717029
Leppington,Sydney,811,2214,1019.728438,1238.425204,18.2422364
Lethbridge Park,Sydney,1756,4771,242.3448601,654.9963914,29.46174627
Leumeah,Sydney,3839,9812,197.2345343,237.9458418,37.5336129
Leura,Sydney,2516,4613,604.7487758,823.8384518,68.84500109
Lewisham (NSW),Sydney,1466,3153,254.5109243,598.3678057,12.26109733
Liberty Grove,Sydney,806,2254,54.11073723,481.7919318,19.42990947
Lidcombe,Sydney,6399,19544,318.6412928,457.1093056,21.43636328
Lilli Pilli (Sutherland Shire - NSW),Sydney,443,1393,263.4904762,365.8260952,42.14011216
Lilyfield,Sydney,3216,7522,189.6735277,243.1283757,19.51553826
Lindfield,Sydney,3750,9795,265.1018985,529.0288451,20.99241515
Linley Point,Sydney,127,342,228.1123391,240.7850512,24.06417112
Lisarow,Sydney,1664,4702,166.7190964,322.6384534,55.44548785
Little Bay,Sydney,1889,4470,192.4314619,385.153231,27.55271337
Liverpool,Sydney,10023,26707,312.2978637,457.9669642,31.60528578
Loftus,Sydney,1469,4147,164.3744949,270.6103909,27.52333497
Londonderry (NSW),Sydney,639,2013,724.4870435,914.7133502,36.85934001
Long Jetty,Sydney,3348,6370,354.9414614,382.1588199,56.32419699
Long Point (Campbelltown - NSW),Sydney,70,212,127.7069841,127.7069841,46.23655914
Longueville,Sydney,725,2052,126.3325784,169.3177047,32.26644613
Lugarno,Sydney,1996,5608,187.7891827,219.5652248,26.01916476
Lurnea,Sydney,3078,9318,308.7459518,402.1301929,33.75970132
Macmasters Beach,Sydney,832,1294,259.6127593,263.7641572,74.08816669
Macquarie Fields,Sydney,4879,13703,213.7309332,334.3704917,29.15328856
Macquarie Links,Sydney,415,1351,306.9226037,306.9226037,31.60334398
Macquarie Park,Sydney,3472,6871,200.6442263,298.5682906,38.04616133
Magenta (NSW),Sydney,274,205,401.3141026,401.3141026,68.60465116
Malabar,Sydney,1508,3717,280.4321335,984.8638928,38.76374672
Manly (NSW),Sydney,8499,15825,167.5466891,196.0610719,24.56513394
Manly Vale,Sydney,2589,6018,262.5746356,461.6455702,34.6453661
Mannering Park,Sydney,1081,2476,316.6061772,481.0681978,53.23329595
Marayong,Sydney,2746,7687,386.9801915,439.0234497,25.77045399
Mardi,Sydney,1220,3424,198.0306651,254.7888192,52.10651086
Maroubra,Sydney,13286,30681,242.9455578,390.8207775,27.17650346
Marrickville,Sydney,11295,26513,235.5119979,431.7548725,16.41214516
Marsden Park,Sydney,464,989,1226.194192,1929.766554,21.62774075
Marsfield,Sydney,5279,13229,187.1231158,242.9138734,34.94991418
Mascot,Sydney,6027,14618,224.1816696,405.4173384,24.10955671
Matcham,Sydney,125,364,284.5429744,319.8152418,68.55345912
Matraville,Sydney,3729,9769,287.9528146,345.1418423,31.48814834
Mays Hill,Sydney,269,771,181.268829,181.268829,33.62801842
McGraths Hill,Sydney,892,2542,370.4182621,709.19754,26.62968076
McMahons Point,Sydney,1462,2279,84.05256934,186.6685619,29.93980026
Meadowbank (NSW),Sydney,2232,4400,175.935754,198.1635648,21.05594418
Melrose Park (NSW),Sydney,554,1568,188.8044432,340.2374164,30.27261358
Menai,Sydney,3483,10285,175.2866515,262.208472,26.14765839
Merrylands,Sydney,10048,29647,304.5348721,405.9254223,23.06593956
Merrylands West,Sydney,2431,6479,464.8454548,551.6111476,23.43316127
Middle Cove,Sydney,473,1333,174.9759045,210.4492641,40.421439
Middleton Grange,Sydney,1560,5168,661.55998,2223.7019,11.71319254
Miller,Sydney,1257,3215,405.5670879,405.5670879,11.8863284
Millers Point,Sydney,1377,1484,64.5014249,207.5081536,71.97399523
Milperra,Sydney,1351,3825,180.1605681,392.668393,36.00131359
Milsons Point,Sydney,1401,2135,77.25958839,221.3429727,27.70855732
Minchinbury,Sydney,1719,5608,311.0722045,505.9428227,25.68484
Minto,Sydney,4163,12217,229.8958777,368.3308245,35.73421108
Miranda (NSW),Sydney,6228,14916,277.8439041,492.385289,36.48485118
Mona Vale,Sydney,4355,10608,221.1882278,370.8612956,42.3409352
Monterey,Sydney,1977,4494,262.092734,276.6655938,21.09430924
Moorebank,Sydney,3300,9744,448.5874807,636.0594134,27.13358823
Mortdale,Sydney,4232,10268,195.9526845,767.9548063,19.67822929
Mortlake (NSW),Sydney,478,1050,163.7968369,169.0380516,22.92618385
Mosman,Sydney,13208,28420,261.8674483,451.4332223,34.7296674
Mount Annan,Sydney,3702,11706,294.1339847,394.8324887,26.35654606
Mount Colah,Sydney,2411,7082,189.7442491,206.6888277,35.2949038
Mount Druitt,Sydney,5508,16689,314.9688786,454.7046683,27.19050486
Mount Kuring-Gai,Sydney,607,1683,153.6698207,178.0781888,35.9268625
Mount Lewis,Sydney,374,1180,310.7337052,935.8714048,29.32790936
Mount Pritchard,Sydney,3244,9939,381.8624935,451.7993678,25.04080997
Mount Riverview,Sydney,1107,3020,416.7590091,1526.589665,23.07372967
Mount Vernon,Sydney,333,1191,1989.94484,1989.94484,45.51274416
Mulgoa,Sydney,106,302,1684.520817,1718.82641,33.63695511
Mulgrave (NSW),Sydney,24,80,1518.009259,1659.5625,46.78899083
Narara,Sydney,2952,7934,224.272475,340.7573082,59.16119896
Narellan,Sydney,1365,3599,222.7495475,461.8323865,33.6401614
Narellan Vale,Sydney,2321,7210,265.0561994,429.3395532,28.65066945
Naremburn,Sydney,2595,5877,272.4785017,330.5113176,26.28209735
Narrabeen,Sydney,4065,8230,153.627259,161.0857546,41.50479958
Narraweena,Sydney,2484,6606,233.4789543,324.796231,51.11279195
Narwee,Sydney,2135,5602,313.2326757,560.0821867,14.73872594
Neutral Bay,Sydney,5614,10492,206.3379277,370.7287456,26.38186327
Newington (NSW),Sydney,2070,5798,218.8388846,575.5445613,23.15452994
Newport (NSW),Sydney,3847,9275,250.3639911,341.0371671,45.37608325
Newtown (NSW),Sydney,7535,14485,155.9260133,488.4937645,64.22506962
Niagara Park,Sydney,1027,2744,206.0051387,314.8949039,55.75995347
Norah Head,Sydney,498,1077,105.7941829,115.517116,66.33995263
Noraville,Sydney,1270,2846,177.4491796,225.2534149,63.55904176
Normanhurst,Sydney,1875,5164,254.5808782,400.0097524,27.44738655
North Avoca,Sydney,997,2197,416.4330677,472.0738165,64.56797518
North Balgowlah,Sydney,1171,3668,233.2658374,521.8106487,29.49591876
North Bondi,Sydney,3977,9179,424.7422348,784.6900249,33.07433325
North Curl Curl,Sydney,1343,4097,210.1790728,232.3679781,41.73829398
North Epping,Sydney,1549,4520,240.7615309,323.0328632,15.69584279
North Gosford,Sydney,1572,3542,241.103968,329.2843237,62.28349188
North Manly,Sydney,1000,3060,255.0953214,484.6334778,39.04564841
North Narrabeen,Sydney,2173,5855,237.4817627,288.8238526,34.98131876
North Parramatta,Sydney,5472,12958,202.6640609,254.5882454,29.69622229
North Richmond,Sydney,1631,4071,711.260003,1405.923711,42.83177996
North Rocks,Sydney,2861,7824,271.1262476,336.3326016,26.32033049
North Ryde,Sydney,3981,10572,316.8653049,490.4881352,33.7731282
North St Marys,Sydney,1476,3910,211.4831013,447.5430212,20.34871371
North Strathfield,Sydney,1803,4708,377.0653582,764.4689861,15.74232901
North Sydney,Sydney,4418,7682,165.8689621,382.8910606,31.39583877
North Turramurra,Sydney,1644,4276,161.8295069,308.4788304,32.03834419
North Wahroonga,Sydney,715,1982,171.8813333,188.7562246,25.09454958
North Willoughby,Sydney,1640,4184,360.1333057,408.6297328,34.50133911
Northbridge (NSW),Sydney,2290,6326,288.9039825,368.849602,30.67380101
Northmead,Sydney,4726,11191,366.3139717,380.7448283,33.00225232
Northwood (NSW),Sydney,339,971,194.6918613,261.6484325,28.8557704
Oakhurst (NSW),Sydney,2058,6941,203.0331251,330.1121743,24.44664261
Oatlands (NSW),Sydney,1943,5633,256.9624453,331.4976501,17.49281478
Oatley,Sydney,3969,10501,220.9833339,335.0108452,26.31208038
Old Guildford,Sydney,715,2655,405.4205992,413.0666428,27.73037992
Old Toongabbie,Sydney,1146,3124,193.7897299,484.3249432,32.04495673
Oran Park,Sydney,1547,4751,585.9762313,1075.895285,14.88815796
Orchard Hills,Sydney,145,475,534.5170685,1003.215738,48.828125
Ourimbah,Sydney,1259,3238,95.4528103,207.9900057,32.73851542
